fish,stage,day,mean_y,median_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday
7.0,Baseline,8.0,0.025550854418829205,0.040104706558202,-0.16,-0.16,-0.6789999999999999,-0.679,0.3385,0.3385,-0.14383333333333334,-0.1375,-1.1913333333333334,-1.17,0.9066666666666666,0.917,-0.1366666666666667,-0.11,-5.231833333333333,-5.4345,5.191,5.2105,8
7.0,Baseline,9.0,-0.1560178146440775,-0.2622187894942071,-0.17700000000000002,-0.177,-0.691,-0.6910000000000001,0.3565,0.3565,-0.17800000000000002,-0.184,-1.2078333333333333,-1.2185000000000001,0.8931666666666667,0.8705,-0.1805,-0.174,-5.4415000000000004,-5.3635,5.173166666666667,5.0875,9
7.0,Baseline,10.0,-0.7842834462658562,-0.06444481316110065,-0.1895,-0.1895,-0.7044999999999999,-0.7044999999999999,0.3735,0.3735,-0.19599999999999998,-0.1845,-1.1898333333333333,-1.14,0.8131666666666667,0.797,-0.242,-0.21150000000000002,-5.805833333333333,-5.5065,5.121333333333333,4.891,10
7.0,Baseline,11.0,-0.4560478523384049,-0.203081753342225,-0.1995,-0.1995,-0.7235,-0.7235,0.383,0.383,-0.2125,-0.20400000000000001,-1.1811666666666667,-1.175,0.7948333333333334,0.8005,-0.215,-0.238,-5.559166666666667,-5.593,4.771833333333333,4.760999999999999,11
7.0,Baseline,12.0,0.4163757382579469,0.0428086415340767,0.19680000000000003,-0.204,-0.7384000000000001,-0.736,1.082,0.384,0.16699999999999998,-0.157,-1.6079999999999999,-1.211,1.9946000000000002,0.933,0.1826,-0.139,-5.627000000000001,-5.636,6.0018,5.977,12
7.0,Rotation,1.0,0.453235818666587,1.1189984895408571,0.7716666666666666,0.798,-0.6123333333333333,-0.742,2.001,2.129,0.7076666666666666,0.911,-2.2736666666666667,-2.0745,3.6153333333333335,3.7855,0.7243333333333334,0.9125,-5.6185,-5.4239999999999995,6.9750000000000005,6.8934999999999995,13
7.0,Rotation,2.0,0.4681841411029914,0.612558668443035,0.699,0.719,-0.2896666666666667,-0.353,1.6493333333333335,1.745,0.6781666666666667,0.7045,-2.068,-1.919,3.358166666666667,3.2785,0.6915,0.7444999999999999,-5.6643333333333326,-5.231999999999999,6.985499999999999,6.919499999999999,14
7.0,Rotation,3.0,-1.5990479127325885,-1.7759154642902093,0.6433333333333334,0.659,-0.11966666666666666,-0.163,1.4003333333333332,1.458,0.19316666666666668,0.0965,-2.326,-2.268,2.614333333333333,2.512,0.20283333333333334,0.152,-5.9585,-5.9285,6.6875,6.5305,15
7.0,Rotation,4.0,0.9820799461098706,1.7342329998306156,0.6,0.612,-0.017,-0.033,1.242,1.285,0.7336666666666667,0.8215,-1.3765,-1.1265,2.9631666666666665,2.883,0.7636666666666666,0.8705,-5.555666666666667,-5.284,6.7748333333333335,6.8135,16
7.0,Rotation,5.0,2.3108512831383585,2.9549748791394226,0.5663333333333332,0.576,0.01933333333333333,0.015,1.1346666666666667,1.156,0.8803333333333333,0.998,-1.2175,-1.094,3.0585,3.042,0.8861666666666667,0.994,-5.643,-5.263999999999999,7.644833333333334,7.5605,17
7.0,Rotation,6.0,0.33766300851172065,1.0677868942561912,0.5393333333333333,0.547,0.026,0.028,1.0773333333333335,1.092,0.5523333333333333,0.6365000000000001,-1.3278333333333332,-1.088,2.413666666666667,2.474,0.5479999999999999,0.643,-5.730333333333333,-5.4215,6.5953333333333335,6.539,18
7.0,Rotation,7.0,2.795573905841325,3.7306604961437904,0.5176666666666666,0.524,0.021,0.022,1.048,1.048,0.7268333333333333,0.881,-1.0431666666666668,-0.9725,2.6295,2.878,0.7633333333333333,0.901,-5.825,-5.724,7.107,7.234500000000001,19
7.0,Rotation,8.0,0.8046501128834901,1.2281438212930773,0.5,0.505,0.0026666666666666666,0.019,1.0403333333333333,1.048,0.574,0.6214999999999999,-1.0736666666666668,-0.9724999999999999,2.188833333333333,2.202,0.5565,0.5965,-5.397166666666666,-5.069,6.6080000000000005,6.681,20
